Recipe Name,Making Process
Tomatoes-Eggplant Gravy,"Wash 1 kg of eggplants thoroughly and cut them into medium-sized cubes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Crush a handful of garlic cloves into a smooth paste.
Heat 200 ml of oil in a large pan over medium heat.
Add the chopped onions and Saute them until they turn golden brown, stirring occasionally.
Add the crushed garlic paste and stir well until the raw smell disappears.
Stir in 2 tablespoons of chili powder, 1 tablespoon of turmeric, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Mix well and cook the spices for a minute until their aroma is released.
Add the chopped tomatoes and mix well with the onion-spice mixture.
Cook until the tomatoes turn soft and blend into the masala.
Stir occasionally to ensure even cooking and prevent sticking.
Add the chopped eggplant pieces and mix well to coat them with the masala.
Cover the pan and cook on medium heat for 5 minutes.
Stir occasionally to prevent burning at the bottom.
Reduce the heat to low and let the eggplants cook in their own moisture for 10 minutes.
Add 750 ml of water to the pan and mix well.
Increase the heat to bring the gravy to a boil.
Reduce the heat and let the gravy simmer for 15 minutes.
Stir occasionally to ensure the eggplants cook evenly and absorb the flavors.
Check if the eggplants are soft and fully cooked by pressing them with a spoon.
If needed, let it cook for a few more minutes.
Taste and adjust salt or spice levels if required.
If the gravy is too thick, add a little more water and mix well.
Simmer for another 5 minutes to allow all flavors to blend.
Stir well before turning off the heat.
Let the gravy rest for a couple of minutes before serving.
Garnish with freshly chopped coriander leaves for extra flavor.
Serve hot with steamed rice, roti, or naan."
Spicy Garlic Eggplant Curry,"Wash 1 kg of eggplants and cut them into medium-sized cubes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Crush a handful of garlic cloves into a coarse paste.
Heat 200 ml of oil in a large pan over medium heat.
Add the chopped onions and Saute until they turn golden brown, stirring occasionally.
Add the crushed garlic and Saute until its raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of turmeric, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the oil separates from the mixture.
Add the chopped tomatoes and mix well with the onion-garlic-spice blend.
Cook until the tomatoes turn soft and blend into a smooth masala.
Stir occasionally to prevent burning.
Add the chopped eggplant pieces and mix well to coat them with the masala.
Cover the pan and cook on medium heat for 5 minutes.
Stir occasionally to prevent sticking at the bottom.
Reduce the heat to low and let the eggplants cook in their own moisture for 10 minutes.
Add 750 ml of water and mix well to create a thick curry consistency.
Increase the heat and bring the curry to a boil.
Reduce the heat and let it simmer for 15 minutes.
Stir occasionally to ensure even cooking.
Check if the eggplants are soft and fully cooked by pressing them with a spoon.
If needed, let it cook for a few more minutes.
Taste and adjust salt or spice levels if required.
If the curry is too thick, add a little water and mix well.
Simmer for another 5 minutes to allow all flavors to blend.
Stir well before turning off the heat.
Let the curry rest for a couple of minutes before serving.
Garnish with freshly chopped coriander leaves for extra flavor.
Serve hot with steamed rice, roti, or naan.
"
Dal Tadka,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Butter Lentil Curry,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Spicy Lentil Soup,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Fish Curry,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Coconut Fish Gravy,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Spicy Tamarind Fish Curry,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Fish Coconut Masala,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Kerala Fish Curry,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Spinach Gravy Curry,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Palak Tamatar Masala,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Butter Paneer Gravy,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Kadai Paneer Masala,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
Spicy Aloo Matar Curry,"Wash 1 kg of lentils thoroughly and soak them in water for 30 minutes.
Finely chop 1 kg of onions and 1 kg of tomatoes.
Drain the soaked lentils and transfer them to a pressure cooker.
Add 2 liters of water, 1 tablespoon of turmeric, and salt to taste.
Close the lid and pressure cook for 5 whistles on medium heat.
Let the pressure release naturally before opening the cooker.
Mash the cooked lentils slightly for a smooth texture and set aside.
Heat 200 ml of butter in a large pan over medium heat.
Add the chopped onions and Saute until golden brown, stirring occasionally.
Add 1 tablespoon of cumin seeds and let them crackle.
Stir in 1 tablespoon of crushed garlic and Saute until the raw smell disappears.
Add 2 tablespoons of chili powder, 1 tablespoon of garam masala, and 1 tablespoon of coriander powder.
Stir well and cook the spices for a minute until the butter releases from the masala.
Add the chopped tomatoes and mix well with the onion-spice blend.
Cook until the tomatoes soften and blend into the mixture.
Stir occasionally to prevent burning at the bottom.
Pour the cooked lentils into the pan and mix well with the masala.
Adjust the consistency by adding 500 ml of water if required.
Let the dal simmer for 10 minutes on low heat, stirring occasionally.
Taste and adjust salt and spice levels as needed.
Heat 50 ml of butter in a small pan for tempering.
Add 1 teaspoon of cumin seeds, 2 dried red chilies, and a pinch of asafoetida.
Saute for 30 seconds until aromatic, then pour the tempering over the dal.
Mix well and let the dal rest for 2 minutes to absorb the flavors.
Garnish with freshly chopped coriander leaves for extra aroma.
Serve hot with steamed rice, roti, or naan for a delicious meal."
